height_cm,weight_kg,age_years,annual_income_usd
170.7212950771387,77.07307783817708,36.581391203409105,81203.32215235934
164.70507290936197,85.19073726729744,42.37348098330222,78309.42810141706
172.32676211354703,90.33143991502699,53.07060996052951,118040.02788616701
170.21852145523442,75.27634612598806,55.932233587212295,53247.50939603518
186.01778891320916,70.797330213668,39.170344783286325,74871.7025749364
167.60644372526977,70.00126589637121,56.24303067483277,68383.52457474988
159.76502507378135,59.17662949685729,41.10551990120931,38933.70933052914
171.79275634956315,74.74741392509962,29.951221314070455,63776.35539228071
172.19996683971766,68.54070102379765,32.86719577361518,69716.64461733885
183.59187575240438,101.39752463395892,22.233561849219804,48805.49384322043
178.35111245914578,93.60032353712865,29.34239375519617,68417.18107107398
173.5687105914951,75.78769828834751,35.70379974310685,38813.1952653598
184.6330289121956,58.55414185457849,49.64302023254322,89051.34980021908
158.1123694567715,53.31382792024873,60.6492379739918,87463.09973106977
163.60248467250253,87.86714429633298,23.41382181547552,60454.68798254663
160.73424058594475,73.94123837720707,44.71392961911903,71542.17808110331
166.10190196844232,77.20215105087416,27.513472730109587,21621.404615602252
156.23313852443692,43.831210195387115,45.696365061558424,44185.74211522401
176.35150946814403,83.91157722337272,38.426960191747284,59711.97943726166
167.77777302901228,76.81630507321545,18.029130089829636,45701.60561431653
155.29193705497343,53.34353973378283,51.13956389882181,77859.13668735186
159.84420918792458,62.927127888250766,32.73999144629523,100951.33755346389
173.13513847450196,73.9557580653478,33.59319713951734,43820.935050272565
178.3812656789438,70.78700197534366,27.16297106452372,49925.65872646653
189.96730891691786,65.61743221294668,32.148600679749336,69238.07062957875
199.1386246600733,68.44767597901058,45.13468528833901,94000.09067299317
174.14409433275998,66.22033932689672,37.729067908763135,42997.262374281745
160.10461879968136,72.28843768153703,43.943944027389776,69482.65020152496
148.6795371926869,92.07237959489736,44.34306224714612,97783.37931463597
172.67711462343837,31.500123386030538,55.847939866338,35268.33533277319
161.87058904689673,66.44724603235474,35.886566189627445,41940.75427677503
165.84642739820316,72.6476863205867,22.277706197851217,57375.081083704914
163.87903200940193,74.43990984530649,52.8066689988638,55629.4085686026
168.59209113583614,64.42128128018065,36.022141934832945,79626.8231795656
180.65980230787645,43.649173262821265,53.375109334928524,69349.87495677508
171.57048567445344,74.91993225571164,44.60052535818964,33050.68292644169
